loan_id,loan_amount,term_months,grade,sub_grade,int_rate,emp_length_years,home_ownership,annual_income,verification_status,purpose,dti,fico_range_low,fico_range_high,delinq_2yrs,pub_rec,open_acc,total_acc,revol_bal,revol_util,collections_12_mths_ex_med,collateral_flag,collateral_value,total_pymnt_before_default,outstanding_principal,days_past_due_at_default,months_in_recovery,recovery_status,payment_plan_status,recoveries,collection_recovery_fee,recovery_rate
ARC105247,17700.0,36,E,E5,19.9,3.0,MORTGAGE,66500.0,Verified,debt_consolidation,19.72,637,641,0,0,5,13,18950.0,53.8,0,0,,2133.89,15566.11,86,35,Closed,Broken,4995.16,369.33,0.3209
ARC101632,10700.0,36,F,F2,20.91,9.0,own,38700.0,Not Verified,credit_card,22.35,688,692,0,1,5,13,21990.0,48.1,0,1,6900.0,2717.94,7982.06,144,2,Active,Active,1360.94,143.27,0.1705
ARC101394,3500.0,36,F,F5,21.62,2.0,MORTGAGE,30200.0,Source Verified,home_improvement,,701,705,0,0,10,19,4610.0,34.6,1,0,,1599.73,1900.27,121,21,Closed,Active,1104.82,74.0,0.5814
ARC107713,6700.0,60,A,A5,9.66,10.0,MORTGAGE,32500.0,Not Verified,debt_consolidation,15.89,662,666,0,0,19,43,9170.0,66.0,0,0,,1827.39,4872.61,140,29,Closed,Broken,1687.87,196.42,0.3464
ARC105397,18900.0,60,D,D2,15.65,10.0,OWN,40000.0,Verified,medical,17.85,700,704,0,2,6,13,5480.0,56.2,0,0,,526.14,18373.86,238,17,Closed,Broken,3592.09,258.69,0.1955
ARC102501,11300.0,36,D,D5,15.05,10.0,MORTGAGE,29300.0,Source Verified,car,17.32,645,649,0,0,10,27,5980.0,41.9,0,1,10800.0,4525.21,6774.79,87,9,Active,Active,1782.45,156.34,0.2631
ARC106678,13400.0,36,B,B3,11.41,10.0,MORTGAGE,64400.0,Not Verified,small_business,17.03,683,687,1,0,16,26,21400.0,74.9,0,0,,2452.92,10947.08,476,15,Closed,Broken,2284.66,124.84,0.2087
ARC101547,6400.0,60,C,C4,11.59,10.0,MORTGAGE,56400.0,Verified,car,27.44,654,658,0,0,14,38,4390.0,57.1,1,0,,1656.58,4743.42,30,20,Closed,Active,1608.49,181.57,0.3391
ARC101618,11800.0,60,D,D5,17.86,2.0,MORTGAGE,40700.0,Not Verified,debt_consolidation,21.36,620,624,0,0,4,8,2590.0,41.3,0,0,,4719.27,7080.73,139,29,Closed,Active,1888.43,249.56,0.2667
ARC101056,10700.0,60,C,C3,13.28,6.0,RENT,71200.0,Not Verified,debt_consolidation,10.29,704,708,0,0,13,28,1170.0,19.4,0,0,,3666.46,7033.54,106,27,Closed,Broken,3947.93,377.32,0.5613
ARC104047,7200.0,60,A,A3,7.47,1.0,RENT,34800.0,Verified,debt_consolidation,23.04,603,607,0,0,12,20,4340.0,29.9,0,0,,2742.85,4457.15,131,14,Closed,Broken,1729.37,237.78,0.388
ARC102427,7200.0,60,C,C1,14.17,10.0,RENT,133300.0,Verified,medical,12.98,671,675,1,0,3,9,12320.0,72.3,0,1,7500.0,1761.35,5438.65,87,12,Closed,Active,2665.48,345.22,0.4901
ARC102992,9600.0,36,F,F1,20.37,6.0,RENT,34100.0,Source Verified,other,23.55,684,688,2,0,10,15,12880.0,12.2,0,0,,2920.74,6679.26,311,20,Closed,No_Plan,1390.62,83.71,0.2082
ARC101895,7200.0,36,D,D2,15.99,10.0,OWN,81700.0,Source Verified,home_improvement,16.11,706,710,0,0,11,14,8020.0,90.2,0,0,,1124.81,6075.19,100,19,Closed,Active,3367.48,363.54,0.5543
ARC101542,11300.0,36,C,C4,13.62,10.0,OWN,43500.0,Source Verified,debt_consolidation,26.42,663,667,0,0,10,26,35900.0,19.6,0,0,,1916.6,9383.4,67,18,Closed,Broken,2373.06,253.89,0.2529
ARC101152,11500.0,36,A,A2,7.17,6.0,MORTGAGE,20100.0,Not Verified,car,11.97,639,643,0,1,14,26,6520.0,0.0,0,0,,5892.4,5607.6,83,7,Active,Broken,386.92,28.02,0.069
ARC107167,10900.0,36,B,B4,9.37,9.0,MORTGAGE,68500.0,Source Verified,small_business,13.93,622,626,1,0,14,16,6110.0,56.9,0,0,,1126.48,9773.52,116,8,Closed,Broken,4652.2,316.04,0.476
ARC101727,7400.0,60,C,C1,12.61,7.0,MORTGAGE,75300.0,Source Verified,small_business,25.16,606,610,0,0,16,32,15150.0,39.5,0,1,5200.0,2403.72,4996.28,32,8,Active,Active,1175.13,145.61,0.2352
ARC101058,10600.0,60,A,A4,6.17,10.0,MORTGAGE,35900.0,Verified,major_purchase,18.81,606,610,1,0,19,28,3170.0,58.5,0,0,,2146.57,8453.43,182,16,Closed,Broken,2020.37,194.3,0.239
ARC107692,5300.0,36,C,C3,12.54,10.0,RENT,24900.0,Not Verified,credit_card,,609,613,0,0,2,25,480.0,38.1,0,0,,1378.02,3921.98,67,26,Closed,Active,1960.99,116.13,0.5
ARC108037,4600.0,60,B,B3,10.5,0.0,MORTGAGE,24900.0,Source Verified,debt_consolidation,20.22,607,611,0,0,4,19,17010.0,30.4,0,0,,1757.76,2842.24,89,26,Closed,Broken,329.98,31.25,0.1161
ARC106782,5200.0,36,B,B5,11.69,4.0,OWN,72100.0,Verified,debt_consolidation,15.37,648,652,0,0,11,28,2970.0,84.6,0,0,,889.55,4310.45,61,32,Closed,Broken,1403.05,159.55,0.3255
ARC106164,24000.0,60,B,B1,8.93,10.0,RENT,58500.0,Not Verified,debt_consolidation,22.06,682,686,0,0,4,5,2750.0,3.0,0,0,,11506.31,12493.69,200,30,Closed,Broken,3705.63,397.05,0.2966
ARC105671,12200.0,36,C,C1,14.14,10.0,MORTGAGE,77600.0,Not Verified,debt_consolidation,26.96,678,682,0,0,16,30,78820.0,61.7,0,0,,3801.24,8398.76,100,2,Active,Broken,1134.67,79.16,0.1351
ARC105335,5500.0,36,D,D4,19.31,1.0,RENT,56100.0,Verified,car,17.09,600,604,1,0,14,20,5880.0,43.5,0,0,,1008.71,4491.29,79,13,Closed,Broken,1257.11,95.93,0.2799
ARC108077,21500.0,36,B,B5,9.86,10.0,MORTGAGE,42800.0,Verified,credit_card,12.58,610,614,0,0,19,37,1880.0,22.2,0,0,,8661.39,12838.61,92,3,Active,Broken,2140.2,281.07,0.1667
ARC104688,8900.0,36,B,B5,11.37,9.0,MORTGAGE,32900.0,Not Verified,medical,16.26,669,673,0,0,4,19,2640.0,43.3,0,0,,2239.12,6660.88,118,4,Active,Active,735.36,55.17,0.1104
ARC101284,10200.0,36,A,A4,8.38,2.0,MORTGAGE,65000.0,Not Verified,medical,20.17,706,710,0,0,15,28,3670.0,74.3,0,0,,1146.39,9053.61,52,32,Closed,Broken,4743.19,688.06,0.5239
ARC107958,14400.0,60,C,C5,13.1,3.0,MORTGAGE,38000.0,Verified,debt_consolidation,16.84,700,704,0,2,9,22,6170.0,35.7,0,0,,3337.74,11062.26,181,17,Closed,Active,4980.23,426.12,0.4502
ARC105253,22300.0,60,E,E5,18.04,4.0,OWN,90200.0,Not Verified,credit_card,21.89,649,653,0,0,14,24,4540.0,21.1,0,1,12900.0,2956.53,19343.47,171,9,Closed,Broken,8133.93,929.77,0.4205
ARC106194,7700.0,36,B,B2,9.57,10.0,RENT,64400.0,Not Verified,small_business,28.84,663,667,1,1,2,13,10410.0,58.5,0,0,,1750.22,5949.78,169,29,Closed,Active,2302.56,256.2,0.387
ARC105564,6500.0,60,B,B2,12.98,10.0,MORTGAGE,70000.0,Not Verified,home_improvement,12.03,683,687,1,0,10,25,3580.0,99.2,0,0,,2623.79,3876.21,58,26,Closed,Active,2013.3,171.66,0.5194
ARC106624,6700.0,36,A,A1,6.66,10.0,RENT,,Verified,debt_consolidation,18.56,687,691,0,0,13,36,14350.0,48.9,0,0,,1530.17,5169.83,68,10,Closed,Broken,2518.74,267.53,0.4872
ARC104064,10900.0,36,B,B4,9.78,10.0,MORTGAGE,107500.0,Source Verified,debt_consolidation,27.38,674,678,0,0,18,20,6710.0,28.9,0,0,,5797.1,5102.9,53,15,Closed,Broken,1644.15,168.19,0.3222
ARC106305,31400.0,36,D,D3,16.9,9.0,OWN,66200.0,Not Verified,home_improvement,26.29,656,660,1,0,10,22,1250.0,25.9,0,1,32900.0,12239.89,19160.11,113,35,Closed,Active,9444.02,524.89,0.4929
ARC103401,15600.0,60,B,B5,8.48,9.0,RENT,57700.0,Verified,debt_consolidation,29.19,600,604,0,0,5,13,11740.0,51.0,0,0,,8063.43,7536.57,31,31,Closed,Broken,3204.55,370.82,0.4252
ARC103815,6600.0,36,B,B5,10.86,8.0,RENT,82200.0,Not Verified,credit_card,20.12,631,635,0,0,12,18,10200.0,58.3,0,0,,1977.99,4622.01,142,25,Closed,Active,2458.91,226.05,0.532
ARC104459,11100.0,60,C,C1,13.5,10.0,RENT,126200.0,Source Verified,major_purchase,17.21,694,698,0,0,18,21,4960.0,86.5,0,1,8300.0,5996.23,5103.77,154,9,Closed,Broken,3211.8,397.86,0.6293
ARC105661,11300.0,36,B,B2,8.97,2.0,OWN,125500.0,Source Verified,small_business,19.17,733,737,0,0,4,4,20180.0,60.0,0,1,13300.0,2893.95,8406.05,30,24,Closed,Active,7000.56,410.52,0.8328
ARC104698,17900.0,60,C,C2,10.97,10.0,MORTGAGE,80200.0,Source Verified,debt_consolidation,13.98,714,718,0,0,7,11,2680.0,42.9,0,0,,4437.7,13462.3,127,20,Closed,Active,8572.79,765.99,0.6368
ARC100448,18300.0,36,C,C3,12.67,0.0,MORTGAGE,,Not Verified,debt_consolidation,13.72,619,623,0,0,4,25,8340.0,79.4,0,0,,6481.45,11818.55,207,3,Active,No_Plan,549.56,79.32,0.0465
ARC100207,5100.0,60,A,A3,5.97,6.0,RENT,53800.0,Not Verified,debt_consolidation,32.22,617,621,1,1,7,14,8950.0,52.6,0,0,,1434.33,3665.67,178,24,Closed,No_Plan,854.47,58.82,0.2331
ARC104583,20100.0,36,A,A1,7.08,9.0,RENT,50100.0,Not Verified,credit_card,30.38,627,631,0,0,18,20,31180.0,,0,0,,4704.78,15395.22,239,31,Closed,Broken,6253.54,623.43,0.4062
ARC102604,18900.0,36,D,D1,15.52,10.0,MORTGAGE,33000.0,Verified,debt_consolidation,21.58,676,680,0,0,16,16,10330.0,64.0,0,0,,1701.69,17198.31,46,26,Closed,Active,8155.44,1163.3,0.4742
ARC104127,8400.0,36,C,C3,11.35,10.0,RENT,82700.0,Source Verified,medical,23.67,677,681,0,0,15,17,13670.0,83.7,0,0,,3116.15,5283.85,158,31,Closed,No_Plan,1832.44,253.44,0.3468
ARC106106,8600.0,36,D,D2,15.86,10.0,MORTGAGE,31200.0,Not Verified,debt_consolidation,10.18,730,734,0,0,14,32,10310.0,42.3,0,0,,2968.98,5631.02,88,22,Closed,Completed,3601.04,498.37,0.6395
ARC100981,4300.0,36,E,E1,20.15,1.0,MORTGAGE,100000.0,Source Verified,debt_consolidation,14.09,610,614,0,0,14,37,860.0,50.3,0,1,4200.0,3160.2,1139.8,40,7,Active,Active,479.74,52.87,0.4209
ARC106560,9900.0,60,A,A4,7.53,1.0,MORTGAGE,58400.0,Not Verified,credit_card,20.9,663,667,0,0,12,35,1640.0,37.8,0,0,,1358.86,8541.14,60,28,Closed,Broken,3319.09,239.11,0.3886
ARC101576,10100.0,36,D,D1,15.68,10.0,MORTGAGE,67500.0,Verified,small_business,20.1,622,626,0,0,17,19,40300.0,48.4,0,0,,6360.17,3739.83,163,23,Closed,No_Plan,1143.27,60.18,0.3057
ARC106707,8200.0,60,A,A5,6.88,5.0,RENT,35000.0,Not Verified,small_business,8.46,609,613,0,1,2,22,18430.0,70.8,0,1,10100.0,1679.15,6520.85,75,12,Closed,Broken,2336.42,283.36,0.3583
ARC103812,7400.0,36,D,D4,15.98,6.0,MORTGAGE,46900.0,Not Verified,other,24.9,741,745,0,0,5,15,18780.0,30.4,0,0,,859.4,6540.6,121,11,Closed,Completed,5558.2,627.18,0.8498
ARC105552,13500.0,36,B,B5,9.6,10.0,MORTGAGE,88800.0,Source Verified,small_business,20.18,727,731,1,0,10,17,3150.0,70.9,0,0,,4223.61,9276.39,32,22,Closed,Broken,5281.05,320.66,0.5693
ARC107367,12800.0,36,E,E3,19.48,7.0,RENT,79400.0,Source Verified,debt_consolidation,12.65,679,683,0,1,10,25,4090.0,60.8,0,0,,2782.97,10017.03,164,32,Closed,Active,4404.49,516.78,0.4397
ARC102980,9400.0,36,B,B5,10.05,3.0,MORTGAGE,17900.0,Source Verified,car,14.86,600,604,0,0,11,28,23100.0,63.1,0,0,,573.64,8826.36,63,1,Active,No_Plan,616.08,52.07,0.0698
ARC107814,7000.0,60,C,C2,13.44,2.0,MORTGAGE,59400.0,Source Verified,debt_consolidation,10.35,777,781,1,0,15,35,2840.0,59.3,0,0,,1419.7,5580.3,115,9,Closed,Completed,3937.46,350.83,0.7056
ARC106556,14000.0,36,C,C5,13.66,5.0,RENT,,Not Verified,debt_consolidation,21.05,627,631,1,0,15,39,22030.0,74.2,0,0,,3778.58,10221.42,79,21,Closed,Active,5571.7,591.11,0.5451
ARC105460,13500.0,36,D,D3,16.93,3.0,RENT,39700.0,Source Verified,small_business,16.21,679,683,0,0,8,19,24150.0,3.1,0,0,,4235.18,9264.82,123,32,Closed,Active,3877.33,217.35,0.4185
ARC102773,9000.0,36,D,D1,16.46,10.0,OWN,37000.0,Verified,credit_card,15.43,600,604,0,0,9,17,1840.0,73.6,0,1,3700.0,3944.52,5055.48,197,1,Active,Active,680.47,72.79,0.1346
ARC108513,7100.0,60,B,B1,7.77,3.0,OWN,27900.0,Source Verified,debt_consolidation,17.45,600,604,0,0,19,19,4270.0,92.0,0,0,,2404.5,4695.5,194,16,Closed,Broken,606.66,80.17,0.1292
ARC106381,6100.0,36,E,E4,17.45,2.0,MORTGAGE,19700.0,Source Verified,credit_card,12.11,653,657,0,0,3,10,3890.0,36.5,0,0,,140.58,5959.42,257,10,Closed,Broken,2263.39,119.86,0.3798
ARC103360,9600.0,36,D,D4,16.54,0.0,MORTGAGE,,Not Verified,debt_consolidation,30.33,691,695,1,0,18,37,3910.0,63.0,0,0,,461.11,9138.89,294,28,Closed,Active,2393.48,287.26,0.2619
ARC107738,9800.0,60,C,C3,12.98,5.0,MORTGAGE,87300.0,Source Verified,small_business,22.25,665,669,1,0,4,28,6620.0,74.9,0,1,5400.0,4460.84,5339.16,267,23,Closed,No_Plan,1223.2,105.36,0.2291
ARC107104,8900.0,60,B,B4,10.42,9.0,OWN,40600.0,Not Verified,credit_card,13.46,698,702,0,0,10,21,5820.0,46.7,0,0,,2015.24,6884.76,132,20,Closed,Active,4864.77,669.78,0.7066
ARC108773,4300.0,36,B,B5,8.24,10.0,RENT,62600.0,Source Verified,credit_card,12.36,656,660,1,1,13,22,13780.0,36.1,0,0,,463.22,3836.78,303,20,Closed,Broken,777.72,80.26,0.2027
ARC104386,8500.0,36,C,C4,14.64,7.0,MORTGAGE,45900.0,Verified,credit_card,33.41,642,646,0,0,13,31,6810.0,84.5,0,0,,509.71,7990.29,326,21,Closed,Broken,1391.91,196.15,0.1742
ARC104648,10900.0,36,F,F3,21.72,10.0,OWN,44500.0,Source Verified,credit_card,18.75,613,617,0,1,17,39,14770.0,74.7,0,0,,5248.6,5651.4,226,18,Closed,Broken,1293.04,136.36,0.2288
ARC108116,13300.0,36,D,D4,19.35,9.0,MORTGAGE,44500.0,Verified,home_improvement,7.15,634,638,0,0,14,28,27070.0,51.2,0,0,,4715.03,8584.97,263,27,Closed,Broken,2827.89,182.45,0.3294
ARC106353,7200.0,60,A,A1,8.13,10.0,RENT,39200.0,Verified,home_improvement,20.83,696,700,0,1,9,22,30790.0,69.1,0,1,6100.0,1233.13,5966.87,162,31,Closed,Active,2598.57,262.83,0.4355
ARC106109,6700.0,36,C,C2,13.78,1.0,RENT,,Not Verified,home_improvement,21.29,600,604,0,0,16,28,1480.0,42.8,0,0,,122.54,6577.46,92,18,Closed,No_Plan,2786.21,147.6,0.4236
ARC100595,7800.0,36,A,A2,7.41,,MORTGAGE,42400.0,Verified,debt_consolidation,13.34,658,662,0,0,3,18,3870.0,12.0,0,0,,1622.3,6177.7,100,24,Closed,Completed,4278.68,537.47,0.6926
ARC107794,18900.0,60,F,F5,23.41,3.0,MORTGAGE,,Not Verified,home_improvement,34.81,669,673,0,0,8,18,47100.0,43.0,0,1,12000.0,4369.39,14530.61,117,14,Closed,Completed,7574.81,681.01,0.5213
ARC103476,3100.0,36,F,F3,21.91,10.0,MORTGAGE,40300.0,Verified,debt_consolidation,,721,725,0,0,3,15,7390.0,44.9,0,0,,505.65,2594.35,136,10,Closed,Broken,1281.61,163.63,0.494
ARC107872,9800.0,60,F,F5,21.86,4.0,RENT,47400.0,Source Verified,debt_consolidation,27.74,678,682,0,0,8,13,3560.0,47.2,0,0,,1259.35,8540.65,324,19,Closed,Active,3071.22,328.87,0.3596
ARC101297,6900.0,60,D,D2,16.51,,RENT,98600.0,Source Verified,debt_consolidation,-999.0,674,678,1,0,5,28,660.0,72.0,0,1,5700.0,1715.96,5184.04,119,10,Closed,Broken,3123.9,162.92,0.6026
ARC105915,11800.0,36,B,B5,9.48,,RENT,79100.0,Source Verified,major_purchase,17.2,617,621,0,0,15,37,3010.0,,0,0,,3490.68,8309.32,79,23,Closed,Broken,3809.82,478.65,0.4585
ARC102850,9100.0,60,C,C3,12.26,10.0,OWN,202600.0,Source Verified,other,32.39,651,655,1,0,7,25,9840.0,67.2,0,0,,3071.35,6028.65,100,10,Closed,Broken,1597.59,86.69,0.265
ARC108045,12100.0,36,A,A1,7.78,0.0,MORTGAGE,27500.0,Source Verified,credit_card,20.16,724,728,1,0,2,5,3200.0,40.6,0,0,,5214.2,6885.8,142,29,Closed,Active,4117.71,534.1,0.598
ARC108636,11100.0,36,B,B3,9.95,3.0,MORTGAGE,,Not Verified,debt_consolidation,19.1,697,701,0,0,18,42,6500.0,62.2,0,0,,3216.82,7883.18,216,33,Closed,Broken,1937.69,107.59,0.2458
ARC107579,9800.0,36,D,D5,17.48,10.0,MORTGAGE,42500.0,Source Verified,other,30.33,641,645,0,0,7,12,1810.0,60.3,0,0,,5638.59,4161.41,155,32,Closed,Broken,1434.44,119.28,0.3447
ARC102554,12300.0,36,E,E3,19.49,10.0,RENT,72000.0,Not Verified,small_business,27.87,680,684,0,1,8,26,17990.0,36.0,0,1,15200.0,291.49,12008.51,77,24,Closed,Active,6075.11,467.44,0.5059
ARC108303,11800.0,36,B,B4,10.78,2.0,RENT,53200.0,Source Verified,credit_card,14.08,676,680,1,0,13,30,15820.0,64.9,0,0,,8962.94,2837.06,83,23,Closed,Active,1267.88,170.02,0.4469
ARC101770,7700.0,36,D,D5,15.9,7.0,RENT,26800.0,Verified,medical,24.43,668,672,0,0,16,25,1770.0,69.4,0,0,,640.11,7059.89,105,34,Closed,Active,4156.16,228.8,0.5887
ARC102335,10400.0,36,C,C3,15.65,9.0,RENT,27900.0,Verified,credit_card,29.86,642,646,1,0,12,27,27010.0,25.7,0,0,,2979.09,7420.91,243,10,Closed,Active,2297.51,281.17,0.3096
ARC106482,8200.0,60,D,D2,16.45,9.0,RENT,82500.0,Not Verified,debt_consolidation,16.01,705,709,0,0,7,23,26700.0,41.4,0,0,,1074.75,7125.25,226,30,Closed,Active,2840.84,370.91,0.3987
ARC101604,8300.0,60,B,B5,8.58,0.0,MORTGAGE,45500.0,Not Verified,home_improvement,21.55,631,635,0,1,7,20,10050.0,39.6,0,0,,2789.7,5510.3,34,2,Active,Active,1588.62,195.28,0.2883
ARC107594,9700.0,36,E,E3,18.06,10.0,RENT,158400.0,Not Verified,debt_consolidation,37.47,645,649,3,0,10,30,3830.0,22.3,0,0,,3576.84,6123.16,195,29,Closed,No_Plan,943.58,111.52,0.1541
ARC107127,6400.0,36,B,B4,10.83,10.0,MORTGAGE,,Verified,credit_card,41.22,645,649,2,0,13,26,860.0,79.2,0,0,,1501.31,4898.69,219,26,Closed,No_Plan,803.39,93.52,0.164
ARC102019,12900.0,60,E,E1,18.66,5.0,RENT,157700.0,Source Verified,other,19.95,754,758,0,1,18,41,4390.0,38.8,0,0,,6429.61,6470.39,30,30,Closed,Completed,4641.86,365.91,0.7174
ARC104556,12100.0,36,C,C4,13.46,3.0,RENT,44600.0,Source Verified,debt_consolidation,28.11,710,714,0,0,16,18,3460.0,,0,0,,2357.81,9742.19,30,3,Active,Active,2583.63,272.45,0.2652
ARC107836,4800.0,36,C,C2,14.62,7.0,rent,41800.0,Not Verified,small_business,14.08,741,745,0,0,17,31,4710.0,24.8,0,1,5800.0,1878.51,2921.49,46,25,Closed,Completed,2236.11,257.52,0.7654
ARC103571,15200.0,36,D,D2,15.24,5.0,MORTGAGE,56900.0,Source Verified,debt_consolidation,15.86,660,664,0,0,8,28,3710.0,25.0,0,0,,9741.44,5458.56,30,14,Closed,Active,3982.57,251.66,0.7296
ARC104091,10200.0,60,C,C3,13.59,,MORTGAGE,,Not Verified,credit_card,19.86,664,668,0,0,8,31,3560.0,,0,1,4500.0,4301.23,5898.77,72,11,Closed,Active,3486.76,438.77,0.5911
ARC108766,12600.0,60,C,C4,13.59,10.0,RENT,35000.0,Not Verified,credit_card,24.78,651,655,0,1,2,8,4520.0,51.3,0,0,,2985.9,9614.1,30,14,Closed,Broken,4747.44,413.36,0.4938
ARC101178,12100.0,60,B,B3,10.85,4.0,OWN,26400.0,Not Verified,debt_consolidation,10.25,698,702,0,0,12,13,21580.0,,0,0,,4846.3,7253.7,123,16,Closed,Completed,4699.67,483.21,0.6479
ARC107041,18600.0,36,C,C5,12.34,10.0,OWN,50900.0,Verified,credit_card,15.06,692,696,0,0,6,10,2610.0,71.0,0,0,,1667.15,16932.85,119,35,Closed,Active,8757.67,1077.92,0.5172
ARC103110,11300.0,36,D,D5,15.06,6.0,MORTGAGE,29400.0,Source Verified,debt_consolidation,9.4,624,628,0,0,12,26,3510.0,23.3,0,0,,3751.98,7548.02,214,1,Active,Broken,497.41,57.2,0.0659
ARC108990,14800.0,36,B,B4,9.39,8.0,OWN,18400.0,Source Verified,credit_card,9.44,721,725,0,0,14,29,1940.0,104.2,0,0,,2546.29,12253.71,101,22,Closed,Completed,7649.99,528.65,0.6243
ARC102973,7200.0,36,B,B1,9.42,4.0,OWN,68200.0,Source Verified,debt_consolidation,19.84,680,684,0,0,7,8,630.0,,0,0,,1417.39,5782.61,201,25,Closed,Broken,2116.44,184.5,0.366
ARC102181,11300.0,36,C,C5,13.82,3.0,MORTGAGE,61800.0,Source Verified,small_business,19.44,688,692,0,0,11,18,8000.0,36.9,0,0,,5774.13,5525.87,200,21,Closed,Active,2902.19,305.57,0.5252
ARC102557,15700.0,36,D,D4,17.13,1.0,MORTGAGE,62000.0,Source Verified,debt_consolidation,13.15,655,659,0,0,8,31,3590.0,42.9,1,0,,1840.53,13859.47,165,24,Closed,Broken,5341.44,611.89,0.3854
ARC105154,14200.0,60,F,F5,21.91,4.0,RENT,93800.0,Not Verified,home_improvement,19.05,699,703,1,0,2,6,3000.0,,1,1,11400.0,7345.13,6854.87,36,19,Closed,Broken,3760.58,366.16,0.5486
ARC104809,9500.0,36,C,C3,14.54,10.0,OWN,103200.0,Source Verified,medical,29.47,655,659,0,0,10,28,12680.0,54.8,0,0,,3685.59,5814.41,111,23,Closed,Active,3057.22,290.25,0.5258
ARC101585,4100.0,36,B,B4,11.9,4.0,MORTGAGE,30600.0,Source Verified,credit_card,26.39,600,604,0,0,4,11,11270.0,54.8,0,0,,2851.02,1248.98,202,22,Closed,No_Plan,274.4,38.61,0.2197
ARC108628,8900.0,36,B,B5,9.55,,MORTGAGE,145900.0,Source Verified,credit_card,2.17,702,706,0,0,5,21,6070.0,39.6,0,0,,1923.13,6976.87,80,1,Active,Completed,2545.86,242.24,0.3649
ARC100723,4300.0,36,D,D3,16.56,0.0,OWN,,Not Verified,debt_consolidation,6.71,669,673,0,1,13,28,5830.0,32.5,0,1,3500.0,455.71,3844.29,147,16,Closed,Broken,1570.39,113.54,0.4085
ARC108251,9000.0,36,G,G4,26.01,5.0,RENT,76300.0,Verified,debt_consolidation,-999.0,600,604,0,0,14,35,5240.0,15.3,0,0,,2259.8,6740.2,222,21,Closed,Broken,2667.1,293.9,0.3957
ARC107964,21700.0,36,E,E5,17.62,10.0,RENT,29300.0,Source Verified,other,31.99,600,604,0,0,11,27,1190.0,46.5,0,0,,5669.31,16030.69,123,8,Closed,Active,6009.91,809.01,0.3749
ARC105196,10300.0,36,C,C4,14.25,10.0,RENT,88800.0,Verified,home_improvement,9.34,679,683,1,0,16,18,4260.0,74.6,0,0,,1110.12,9189.88,148,16,Closed,No_Plan,1777.32,181.38,0.1934
ARC108426,10200.0,60,D,D5,16.45,10.0,MORTGAGE,66100.0,Source Verified,small_business,8.49,661,665,1,0,10,19,2650.0,101.4,0,1,12600.0,3964.37,6235.63,70,15,Closed,Active,4124.25,320.59,0.6614
ARC106604,14700.0,36,C,C2,13.66,10.0,RENT,38900.0,Not Verified,other,14.86,602,606,0,0,4,14,480.0,39.3,0,0,,4824.28,9875.72,154,8,Closed,Active,3933.5,580.27,0.3983
ARC101052,10500.0,36,A,A4,8.14,0.0,RENT,51200.0,Source Verified,small_business,29.41,602,606,0,0,13,13,1020.0,,0,1,8200.0,4482.65,6017.35,189,21,Closed,Broken,1751.65,164.3,0.2911
ARC104523,10300.0,60,C,C5,14.63,10.0,RENT,41500.0,Source Verified,debt_consolidation,24.2,600,604,0,0,5,15,13210.0,84.1,0,0,,571.59,9728.41,186,21,Closed,No_Plan,2781.35,366.59,0.2859
ARC106202,10700.0,36,D,D2,14.98,8.0,MORTGAGE,53700.0,Verified,credit_card,12.71,702,706,0,0,4,20,1380.0,40.9,0,0,,4537.94,6162.06,220,1,Active,Active,2674.95,144.07,0.4341
ARC105065,12100.0,36,D,D4,15.4,2.0,MORTGAGE,48600.0,Verified,credit_card,24.33,600,604,0,0,12,33,1170.0,48.5,0,1,15000.0,585.19,11514.81,529,21,Closed,No_Plan,2305.26,270.52,0.2002
ARC107560,12400.0,60,B,B5,10.69,5.0,MORTGAGE,35100.0,Verified,debt_consolidation,23.84,600,604,0,0,2,19,10200.0,23.1,0,1,15200.0,3250.72,9149.28,69,35,Closed,Broken,3688.07,370.98,0.4031
ARC105211,14900.0,60,C,C2,13.05,7.0,ANY,49400.0,Not Verified,small_business,25.05,681,685,0,0,7,23,12290.0,116.8,1,0,,785.89,14114.11,91,30,Closed,Active,6760.66,389.93,0.479
ARC107106,12500.0,36,F,F2,21.8,10.0,RENT,146900.0,Verified,home_improvement,17.7,697,701,0,0,13,29,4070.0,80.5,0,1,11300.0,902.99,11597.01,71,25,Closed,Active,8142.26,966.83,0.7021
ARC106307,8200.0,60,E,E5,18.62,10.0,MORTGAGE,105400.0,Source Verified,debt_consolidation,21.84,635,639,0,0,3,13,3530.0,79.5,1,0,,3312.59,4887.41,547,1,Active,No_Plan,251.7,13.87,0.0515
ARC105414,20900.0,60,A,A2,6.44,10.0,mortgage,,Not Verified,medical,18.6,615,619,1,1,8,23,4950.0,66.4,0,0,,7686.59,13213.41,30,31,Closed,Broken,5051.49,612.4,0.3823
ARC103526,12200.0,36,A,A5,5.5,10.0,MORTGAGE,36400.0,Not Verified,home_improvement,21.4,600,604,0,0,14,18,3020.0,104.8,0,0,,5129.37,7070.63,166,4,Active,Broken,785.55,52.63,0.1111
ARC107098,9000.0,60,F,F2,21.97,4.0,RENT,40200.0,Verified,credit_card,12.6,667,671,0,0,15,15,470.0,57.3,0,0,,1560.42,7439.58,176,9,Closed,Active,2731.81,399.2,0.3672
